id,likeNum,commentsLen,reposts_count,region,content,contentLen,created_at,type,detailUrl,authorAvatar,authorName,authorDetail,isVip,Sentiment
5007146612165009,702,194,7,广东,"来接儿子， 
开崽崽很爱的宝马i7，
这5.4米的车，
你看看我这技术，
不像某些人，
天天自称天才，
实际上啥都不是！  ​",128,2024-03-01,热门,https://weibo.com/5007146612165009/O2ZUN95dv,"https://tvax1.sinaimg.cn/crop.0.0.1079.1079.180/007Ea1s4ly8ha4agjm1nrj30tz0tzwgl.jpg?KID=imgbed,tva&Expires=1714914031&ssig=SixtmY5Yox",詹志斌同学,https://weibo.com/u/7006372128,0.0,正面
5030610150360418,9,0,0,河南,特别美丽的姐姐特别圆满的婚礼🎉  ​,53,2024-05-05,同城,https://weibo.com/5030610150360418/OcQjd1vLc,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/008g8W43ly8hnwfcnjjouj30e80e83zc.jpg?KID=imgbed,tva&Expires=1714914034&ssig=jYdZ3Ry7Be",匡什么呀匡,https://weibo.com/u/7567613859,0.0,正面
5030330979582462,1311,96,10,河南,天气变化#运动# 后注意身体 ​,25,2024-05-04,同城,https://weibo.com/5030330979582462/OcJ2VEcPQ,"https://tvax4.sinaimg.cn/crop.0.0.1024.1024.180/00759jQJly8hi9ty3y398j30sg0sgtay.jpg?KID=imgbed,tva&Expires=1714914034&ssig=ffdPJFKAKN",__奶9只是爱喝奶,https://weibo.com/u/6489032761,1.0,正面
5030657315308565,7,9,0,河南,收拾收拾回监狱le[开学季][抓狂][融化]  ​,56,2024-05-05,同城,https://weibo.com/5030657315308565/OcRxhmh01,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/005JO9qqly8hoztk1az71j30e80e8mz1.jpg?KID=imgbed,tva&Expires=1714914034&ssig=EuMFkPIrWt",THE1Yao,https://weibo.com/u/5257551914,0.0,正面
5030317614434550,1,7,0,河南,新疆味～  ​,29,2024-05-04,同城,https://weibo.com/5030317614434550/OcIHniBD0,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/00785t4Lly8hhg641svn3j30e80e8js9.jpg?KID=imgbed,tva&Expires=1714914034&ssig=GhUUG8fxFN",压我腿毛了YOLO,https://weibo.com/u/6532443923,0.0,正面
5029920504287717,7,2,0,河南,这里不是欧洲  是郑州！  ​,43,2024-05-03,同城,https://weibo.com/5029920504287717/OcymShZqJ,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/005LjvCely8gc8i7ek8fsj30ro0ro74p.jpg?KID=imgbed,tva&Expires=1714914034&ssig=L5cy5epYB3",三斤肥肉z,https://weibo.com/u/5279801718,0.0,正面
5030315413997330,22,3,0,四川,小县城最爱的馆子  ​,36,2024-05-04,同城,https://weibo.com/5030315413997330/OcIDPgLT4,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/49c2be3ely8geyzymkjmcj20e80e83zq.jpg?KID=imgbed,tva&Expires=1714914034&ssig=KRxyVG3sr7",AlexanderMAO,https://weibo.com/u/1237499454,0.0,正面
5029338291901475,2,3,0,河南,"#周末自在好去处# 
西流湖公园的花海  ​",55,2024-05-01,同城,https://weibo.com/5029338291901475/OcjdP7YEX,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008uYu97ly8hht2o3byqej30u00u0djf.jpg?KID=imgbed,tva&Expires=1714914034&ssig=kKpgxK2tTr",小赖的秘密基地,https://weibo.com/u/7786768301,,正面
5029929156347685,5,2,0,河南,"无法预知每条路的尽头是否都有桃花源 也无法确定每一个选择是否都绝对正确 
调剂 耗费了我所有心力http://t.cn/ROhAPiw ​",111,2024-05-03,同城,https://weibo.com/5029929156347685/OcyAPqDk1,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/005UDsamly8hawbgsmsqej30u00u0q5y.jpg?KID=imgbed,tva&Expires=1714914034&ssig=3fTSyrX8cz",阳光洒在江河上,https://weibo.com/u/5417542042,0.0,正面
5030512752066788,206,30,1,河南,一辈子怎么这么长。。不喝真的活不下去。。 ​,40,2024-05-05,同城,https://weibo.com/5030512752066788/OcNM78FFi,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006HQcKTly8h2eo7lu18dj30u00u0gms.jpg?KID=imgbed,tva&Expires=1714914034&ssig=Dvp4GYxoo8",吃饭三明治,https://weibo.com/u/6144621531,0.0,负面
5030659041267217,6,4,0,河南,整片麦田都是我的！  ​,39,2024-05-05,同城,https://weibo.com/5030659041267217/OcRA45jEZ,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/006wFDEily8gprquzz2spj30e80e8jrv.jpg?KID=imgbed,tva&Expires=1714914036&ssig=%2BzAC%2BhPyeI",芋圆多多不加糖_,https://weibo.com/u/5979563606,0.0,正面
5030416991389652,8,1,0,河南,小满胜万全[心] ​,14,2024-05-04,同城,https://weibo.com/5030416991389652/OcLhF5PvK,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006nnfPPly8hp6swy9andj30u00u0dm1.jpg?KID=imgbed,tva&Expires=1714914036&ssig=RjulyO8dwz",Y_财神爷心尖宠,https://weibo.com/u/5842195137,0.0,正面
5030674570413096,0,0,0,河南,谁还没吃过火锅鸡[春游家族][春游家族][春游家族]  ​,67,2024-05-05,同城,https://weibo.com/5030674570413096/OcRZ71JsQ,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/6c750824ly8hgijhr4wykj20e80e8t98.jpg?KID=imgbed,tva&Expires=1714914036&ssig=BbWYzYdEmo",Y_WhoAmi,https://weibo.com/u/1819609124,0.0,正面
5029380492101130,6,3,0,河南,呆在没有天花板的地方大口呼吸⛺️  ​,53,2024-05-02,同城,https://weibo.com/5029380492101130/OckjT8OBc,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/69ac942aly8hmau24876pj20e80e8mxi.jpg?KID=imgbed,tva&Expires=1714914036&ssig=ZlrGttLqk0",王温暖-NN,https://weibo.com/u/1772917802,0.0,负面
5029340064514755,5,1,0,河南,一波存图，郑州的莫奈花园🥰  ​,48,2024-05-01,同城,https://weibo.com/5029340064514755/OcjgGiWuD,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/007diX4Xly8hjte1uup5rj30e80e8751.jpg?KID=imgbed,tva&Expires=1714914036&ssig=zWZEt2tXEH",艳菇凉plus,https://weibo.com/u/6609539199,0.0,正面
5030064859121751,3,0,0,河南,记录第一次露营🏕️~~  ​,43,2024-05-03,同城,https://weibo.com/5030064859121751/OcC7HCgZ1,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005VI6Zwly8hej3n0wntbj30u00u0jw0.jpg?KID=imgbed,tva&Expires=1714914036&ssig=ZIwCm9iB7W",晴朗家的兔子小姐,https://weibo.com/u/5433428622,0.0,正面
5030474876978845,3162,164,136,安徽,VAC圆满结束 下次见 ​,18,2024-05-05,同城,https://weibo.com/5030474876978845/OcMN1thw1,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008fSpJPly8hmpuwe4791j30u00u0tbz.jpg?KID=imgbed,tva&Expires=1714914036&ssig=rJ8gmBqdO%2B",炸蛋Boom_,https://weibo.com/u/7563676349,0.0,正面
5029659825931964,9,2,0,河南,郑州西流湖公园月季花海简直不要太美，千万不要错过这个下沉花海[鲜花]  ​,87,2024-05-02,同城,https://weibo.com/5029659825931964/OcrAqoTaQ,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/005M1bFGly8h0yl5y5byhj30u00u078j.jpg?KID=imgbed,tva&Expires=1714914036&ssig=PvDu1ymkBQ",Tian_丹,https://weibo.com/u/5290211484,0.0,正面
5028831923276491,8,3,0,河南,人随春好 春与人宜  ​,37,2024-04-30,同城,https://weibo.com/5028831923276491/Oc636dKmD,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006jLOsily8hl4r9e5mlpj30u00u0n07.jpg?KID=imgbed,tva&Expires=1714914036&ssig=uhwHcqaucP",_HPEI,https://weibo.com/u/5788942746,0.0,正面
5030402442137885,0,0,0,河南,生活不在富足而在满足🍃  ​,45,2024-05-04,同城,https://weibo.com/5030402442137885/OcKUc8Ya1,"https://tvax2.sinaimg.cn/crop.0.0.1125.1125.180/4e0a38e2ly8fp0k3ysmvhj20v90v9tca.jpg?KID=imgbed,tva&Expires=1714914036&ssig=SI6k2O65dX",杨小小靖,https://weibo.com/u/1309292770,0.0,正面
5030241204962522,41117,2196,438,四川,谭竹深夜秒删声明被网友保存下来了，￼描述了这段感情的起始，对一些近期谣言澄清；否认没有骗钱，否认pua弟弟，否认钓鱼、否认最后一半个月拒绝见面，否认弟弟到重庆让他开花店，否认把弟弟丢在出租屋半年没管，也未约定过五月领证，否认过完生日后开始冷暴力要分手等……后续若此事继续发酵，我将通 ​,304,2024-05-04,榜单,https://weibo.com/5030241204962522/OcGI8kOYG,"https://tvax1.sinaimg.cn/crop.0.0.1018.1018.180/008x3fn8ly8hpd4fbbbbhj30sa0sawfl.jpg?KID=imgbed,tva&Expires=1714914040&ssig=UxOgAQKJ0c",我是21阿,https://weibo.com/u/7817455822,0.0,负面
5030075621709660,27256,405,3708,重庆,"今天，被央视这篇报道震撼到了😭😭

五一假期，广东高速的这起塌方事故，牵动了很多人的心，也夺走了几十人的生命。看了很多新闻，今天被央视这篇报道震撼到了。虽然只有几百字，但是读完忍不住流眼泪。

就像评论区有网友说的，「可以入选小学课本的程度」「这才是学过新闻学的」「文字是有力量的 ​",307,2024-05-03,榜单,https://weibo.com/5030075621709660/OcCp47aLa,"https://tvax4.sinaimg.cn/crop.0.0.664.664.180/006lOefaly8hkhm81n8t6j30ig0igabd.jpg?KID=imgbed,tva&Expires=1714914040&ssig=ksgEqKstTM",野比大雄,https://weibo.com/u/5819071204,0.0,正面
5030662411387156,8552,457,158,无,【#游泳教练憋气练习时意外溺亡# 家属：急救还是打视频现场教学】据大皖新闻报道：5月4日，河南郑州。一女子在社交平台上发布视频，称4月26日其弟弟在健身游泳馆游泳时，在众目睽睽之下溺水身亡。其姐姐称：溺水者沉入池底之后的十分钟里，该场馆没有工作人员进行施救，直到其他客人开展救援，才跟着下 ​,382,2024-05-05,榜单,https://weibo.com/5030662411387156/OcRFv5ORu,"https://tvax2.sinaimg.cn/crop.0.0.640.640.180/a2ab377aly8h8vhrhzetzj20hs0hsaap.jpg?KID=imgbed,tva&Expires=1714914040&ssig=G6PgphAF8P",海峡导报,https://weibo.com/u/2729129850,0.0,负面
5030281291760093,13993,1718,90,浙江,"#胖猫姐姐再回应# 
胖猫姐姐再回应了二点：
1、关于昨晚开直播的事：“是想告诉大家不要再送外卖了，网上流传的照片也不是弟弟，180万的事情也没有”
2、关于弟弟去世时间：“4月11日凌晨跳江，4月23日打捞上来的，所以火化证上显示23号去世，只有打捞上来才能确定逝去”
自己会竭尽全力为弟弟讨回公道 ​",280,2024-05-04,榜单,https://weibo.com/5030281291760093/OcHKN7nSB,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006VkIRrly8h1zmmv9rtlj30u00u0gpe.jpg?KID=imgbed,tva&Expires=1714914040&ssig=WRsXA71q1l",知名青年娱晓张,https://weibo.com/u/6343987153,1.0,负面
5030681329533993,8949,138,1100,广东,旅游就这样发朋友圈 ​,18,2024-05-05,榜单,https://weibo.com/5030681329533993/OcSa0E0e5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005Hk6S7ly8gdj19wvf3gj30u00u0768.jpg?KID=imgbed,tva&Expires=1714914040&ssig=vNk5SCQzjl",豆豆说,https://weibo.com/u/5220839587,0.0,负面
5030640656843645,7484,436,1724,广东,有人弃我如杂草 有人视我如珍宝 ​,29,2024-05-05,榜单,https://weibo.com/5030640656843645/OcR6psIln,"https://tvax2.sinaimg.cn/crop.0.0.180.180.180/67dd74e0ly8fvv8h7c3ylj2050050aac.jpg?KID=imgbed,tva&Expires=1714914040&ssig=kyuDvuwXd9",思想聚焦,https://weibo.com/u/1742566624,0.0,正面
5030619377831449,11760,354,204,北京,"胖猫姐姐发微博：请了解真相并且愿意站出来作证的朋友请向我的私信发送证据，为弟弟讨回公道。我相信弟弟在另外一个世界也能感受到大家的温暖。 

#胖猫姐姐##胖猫姐姐发声向大家征集证据材料# ​",179,2024-05-05,榜单,https://weibo.com/5030619377831449/OcQy5wRjH,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/6c9f96b9ly8gdi7pnfryyj20u00u0jti.jpg?KID=imgbed,tva&Expires=1714914040&ssig=4k29VJYO27",八酱日常,https://weibo.com/u/1822398137,0.0,正面
5030689456000084,24245,1433,427,无,【#医院被举报代孕1小时后产妇出院被疑通风报信#，#卫健委称绝不可能通风报信代孕举报#】据奔流新闻：向重庆卫健部门举报辖区一医院涉嫌代孕后，涉嫌代孕的产妇紧急出院。5月5日，有网友发文质疑有人通风报信。当日中午，重庆市渝北区卫健委工作人员回应奔流新闻记者称，对举报信息严格保密，目前正在 ​,2011,2024-05-05,榜单,https://weibo.com/5030689456000084/OcSn7paTy,"https://tvax3.sinaimg.cn/crop.0.0.450.450.180/002wVUFrly8h8vgt7mcs2j60ci0ci0t002.jpg?KID=imgbed,tva&Expires=1714914040&ssig=S9Bs%2FfYMZ%2B",新浪热点,https://weibo.com/u/2318910945,0.0,负面
5030626080328943,12243,488,68,四川,#胖猫姐姐发声向大家征集证据材料#好幽默啊 胖猫姐姐找回账号的第一件事情 就是权限恶搞八一建军节的博文 ​,98,2024-05-05,榜单,https://weibo.com/5030626080328943/OcQIU1nzx,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/0065HAYTly8hmr3smrkhrj30u00u0abl.jpg?KID=imgbed,tva&Expires=1714914040&ssig=dC%2FQ%2BoFFw1",床上有26岁的老婆,https://weibo.com/u/5581068935,0.0,负面
5029723472399290,20490,163,61,江苏,谁懂剧本杀拿到这张卡时候的惊慌失措。。。 ​,40,2024-05-02,榜单,https://weibo.com/5029723472399290/Octf5a4ae,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/871fe7c1ly8hd45e0h83yj20u00u0gm4.jpg?KID=imgbed,tva&Expires=1714914040&ssig=oiy%2B9PJR8f",稻田雪兔,https://weibo.com/u/2267015105,0.0,正面
5030646420082741,13194,81,153,陕西,这是怎么做到统一的？ ​,20,2024-05-05,榜单,https://weibo.com/5030646420082741/OcRfI0lwx,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/006QKpwKly8hi3739w6ylj30n00n0taq.jpg?KID=imgbed,tva&Expires=1714914040&ssig=JGsTm3OTi2",liu_iiiiiirich,https://weibo.com/u/6276227682,1.0,负面
5030677576420151,100720,49076,107024,海南,🏖️🌴☀️ ​,14,2024-05-05,榜单,https://weibo.com/5030677576420151/OcS3XqWaP,"https://tva2.sinaimg.cn/crop.0.0.180.180.180/c260f7abjw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714914040&ssig=RTE9feUYVF",刘亦菲,https://weibo.com/u/3261134763,0.0,中性
5030681692609136,8475,348,536,浙江,#我也退出五一档了# 五一档电影五天无理由撤档！明天6号，我马上也要退出五一档了😭😭😭 http://t.cn/A6Hz7LAd ​,109,2024-05-05,榜单,https://weibo.com/5030681692609136/OcSaBaWKQ,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/a4e69739ly8fz6m3ho3tdj20u00u040a.jpg?KID=imgbed,tva&Expires=1714914040&ssig=D2OuOJyUvv",听月娱乐,https://weibo.com/u/2766575417,0.0,负面
5030414735639608,8165,2116,3129,陕西,五一看电影真是人山人海，看完大幂幂的电影，又去吃了一顿火锅，已经连着吃了两天了，悬疑喜剧，爱看，好喜欢大幂幂的红头发[嘻嘻]#微博尝鲜计划##我的五一火锅搭子# ​,154,2024-05-04,榜单,https://weibo.com/5030414735639608/OcLe1nF7q,"https://tvax1.sinaimg.cn/crop.0.0.501.501.180/7fef5149ly8h2rco8c29zj20dx0dxt8w.jpg?KID=imgbed,tva&Expires=1714914040&ssig=pLzwjdXcf7",一点元气酱,https://weibo.com/u/2146390345,1.0,正面
5030634126574202,18108,6909,30341,北京,听风入夏[微风][浮云][照相机] ​,28,2024-05-05,榜单,https://weibo.com/5030634126574202/OcQVSrAfw,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/001nYeCtly8hk2lpmkoznj60u00u0wgg02.jpg?KID=imgbed,tva&Expires=1714914040&ssig=9egmxsYam1",景甜,https://weibo.com/u/1270344441,0.0,正面
5030220022680394,24744,1516,1280,无,"【请不要嫌弃、疏远！#为什么人老了身上会有怪味#】很多人都有这样的感受：每次去老人家里，总感觉有一种怪味。在老人多的地方，也会有些味道。这股味道，好像是老人身上特有的。可老人自己却一点都闻不到……其实，“老人味”并不是你想多了，而是真的有。

有研究表明， 随着年纪增大，人体散发的风 ​",653,2024-05-04,榜单,https://weibo.com/5030220022680394/OcG9Ybfia,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/006yllNVly8h8wegdfz5fj30go0gojru.jpg?KID=imgbed,tva&Expires=1714914040&ssig=Nc71hkvfnX",梨视频,https://weibo.com/u/6004281123,0.0,正面
5030388198543748,31533,805,1983,中国香港,胖猫已经有粉丝站，大吧和超话了。 ​,32,2024-05-04,榜单,https://weibo.com/5030388198543748/OcKxdzQCo,"https://tvax1.sinaimg.cn/crop.0.0.200.200.180/ce434a48ly8gmucmqfhkkj205k05k74r.jpg?KID=imgbed,tva&Expires=1714914040&ssig=UWV2U9H%2FhR",HeyWarWars,https://weibo.com/u/3460516424,0.0,负面
5030252794085382,35954,1762,1005,无,#孙女称下跪拦车外公是超级英雄#【#梅大高速横停货车拦车司机发声#：我是退伍军人，危急时刻要保护人民生命和财产安全】在广东梅州市梅大高速茶阳路段发生塌方灾害时，司机王向楠果断将自己驾驶的厢式冷链货车横在路中央，避免了事态进一步发展。#梅大高速横停货车拦车司机获奖一万元#中国职工发展基金 ​,883,2024-05-04,榜单,https://weibo.com/5030252794085382/OcH0Ph8Ng,"https://tvax3.sinaimg.cn/crop.0.0.600.600.180/008cHdLily8h8vgz2g178j30go0go0tm.jpg?KID=imgbed,tva&Expires=1714914040&ssig=C4OhYxZDhk",九派新闻,https://weibo.com/u/7516679696,0.0,负面
